Kind,Name,CountClassCoupled,CountDeclMethodAll,CountDeclInstanceMethod,MaxInheritanceTree,PercentLackOfCohesion,CountClassDerived
Anonymous Class,"org.refactoringminer.RefactoringMiner.detectAll.(Anon_1)",5,7,3,2,66,0
Anonymous Class,"org.refactoringminer.RefactoringMiner.detectAtCommit.(Anon_4)",5,6,2,2,0,0
Anonymous Class,"org.refactoringminer.RefactoringMiner.detectAtGitHubCommit.(Anon_5)",5,6,2,2,0,0
Anonymous Class,"org.refactoringminer.RefactoringMiner.detectAtGitHubPullRequest.(Anon_6)",5,6,2,2,50,0
Anonymous Class,"org.refactoringminer.RefactoringMiner.detectBetweenCommits.(Anon_2)",5,7,3,2,66,0
Anonymous Class,"org.refactoringminer.RefactoringMiner.detectBetweenTags.(Anon_3)",5,7,3,2,66,0
Public Class,"org.refactoringminer.RefactoringMinerHttpServer",22,4,0,1,0,0
Static Class,"org.refactoringminer.RefactoringMinerHttpServer.MyHandler",13,1,1,1,0,0
Anonymous Class,"org.refactoringminer.RefactoringMinerHttpServer.MyHandler.handle.(Anon_1)",4,5,1,2,0,0
Public Class,"org.refactoringminer.RefactoringMinerHttpsServer",26,4,0,1,0,0
Static Class,"org.refactoringminer.RefactoringMinerHttpsServer.MyHandler",13,1,1,1,0,0
Anonymous Class,"org.refactoringminer.RefactoringMinerHttpsServer.MyHandler.handle.(Anon_2)",4,5,1,2,0,0
Anonymous Class,"org.refactoringminer.RefactoringMinerHttpsServer.main.(Anon_1)",5,1,1,2,0,0
Package,"org.refactoringminer.api",,,46,,,
Public Class,"org.refactoringminer.api.Churn",0,4,4,1,25,0
Public Interface,"org.refactoringminer.api.CodeRangeProvider",1,2,2,0,0,1
Public Interface,"org.refactoringminer.api.GitHistoryRefactoringMiner",5,10,10,0,0,1
Public Interface,"org.refactoringminer.api.GitService",9,12,12,0,0,1
Public Interface,"org.refactoringminer.api.Refactoring",5,8,6,2,0,60
Public Abstract Class,"org.refactoringminer.api.RefactoringHandler",4,4,4,1,0,10
Public Class,"org.refactoringminer.api.RefactoringMinerTimedOutException",0,0,0,2,0,0
Public Enum Type,"org.refactoringminer.api.RefactoringType",9,13,8,1,,0
Package,"org.refactoringminer.rm1",,,35,,,
Public Class,"org.refactoringminer.rm1.GitHistoryRefactoringMinerImpl",74,31,25,1,95,0
Public Static Class,"org.refactoringminer.rm1.GitHistoryRefactoringMinerImpl.ChangedFileInfo",3,6,6,1,66,0
Anonymous Class,"org.refactoringminer.rm1.GitHistoryRefactoringMinerImpl.detectAll.(Anon_1)",4,18,1,2,0,0
Anonymous Class,"org.refactoringminer.rm1.GitHistoryRefactoringMinerImpl.detectBetweenCommits.(Anon_4)",4,18,1,2,0,0
Anonymous Class,"org.refactoringminer.rm1.GitHistoryRefactoringMinerImpl.detectBetweenTags.(Anon_3)",4,18,1,2,0,0
Anonymous Class,"org.refactoringminer.rm1.GitHistoryRefactoringMinerImpl.fetchAndDetectNew.(Anon_2)",4,18,1,2,0,0
Package,"org.refactoringminer.test",,,35,,,
Public Class,"org.refactoringminer.test.RefactoringPopulator",23,9,0,1,0,0
Public Static Class,"org.refactoringminer.test.RefactoringPopulator.Comment",1,0,0,1,0,0
Public Static Class,"org.refactoringminer.test.RefactoringPopulator.Refactoring",1,0,0,1,0,0
Public Enum Type,"org.refactoringminer.test.RefactoringPopulator.Refactorings",2,4,4,1,,0
Public Static Class,"org.refactoringminer.test.RefactoringPopulator.Root",2,0,0,1,0,0
Public Enum Type,"org.refactoringminer.test.RefactoringPopulator.Systems",1,4,4,1,,0
Public Static Class,"org.refactoringminer.test.RefactoringPopulator.Tuple",0,0,0,1,0,0
Public Class,"org.refactoringminer.test.TestAllRefactorings",7,1,1,1,0,0
Public Class,"org.refactoringminer.test.TestBuilder",22,13,12,1,83,0
Private Static Class,"org.refactoringminer.test.TestBuilder.Counter",0,0,0,1,0,0
Public Class,"org.refactoringminer.test.TestBuilder.ProjectMatcher",16,13,9,2,79,0
Public Class,"org.refactoringminer.test.TestBuilder.ProjectMatcher.CommitMatcher",5,5,5,1,85,0
Package,"org.refactoringminer.util",,,27,,,
Public Class,"org.refactoringminer.util.AstUtils",16,14,1,1,0,0
Private Static Class,"org.refactoringminer.util.AstUtils.StatementCounter",5,2,2,2,0,0
Class,"org.refactoringminer.util.ExternalProcess",9,2,0,1,0,0
Private Static Class,"org.refactoringminer.util.ExternalProcess.StreamGobbler",7,3,3,1,33,0
Public Class,"org.refactoringminer.util.GitServiceImpl",42,17,17,1,82,4
Private Class,"org.refactoringminer.util.GitServiceImpl.DefaultCommitsFilter",5,4,4,2,0,0
Public Class,"org.refactoringminer.util.PrefixSuffixUtils",1,4,0,1,0,0
Package,"org.refactoringminer.utils",,,83,,,
Abstract Class,"org.refactoringminer.utils.EntityParser",2,1,1,1,0,3
Public Class,"org.refactoringminer.utils.RefFinderResultReader",16,10,0,1,90,0
Anonymous Class,"org.refactoringminer.utils.RefFinderResultReader.member.(Anon_2)",4,2,1,2,0,0
Anonymous Class,"org.refactoringminer.utils.RefFinderResultReader.member.(Anon_3)",4,2,1,2,0,0
Anonymous Class,"org.refactoringminer.utils.RefFinderResultReader.type.(Anon_1)",4,2,1,2,0,0
Public Class,"org.refactoringminer.utils.RefactoringCollector",19,8,4,2,37,0
Public Class,"org.refactoringminer.utils.RefactoringCrawlerRefactoring",7,6,6,1,33,0
Public Class,"org.refactoringminer.utils.RefactoringCrawlerResultReader",15,4,0,1,0,0
Public Class,"org.refactoringminer.utils.RefactoringRelationship",7,15,11,1,48,0
Public Static Class,"org.refactoringminer.utils.RefactoringRelationship.GroupKey",3,5,5,1,0,0
Public Class,"org.refactoringminer.utils.RefactoringRelationshipGroup",7,6,6,1,33,0
Public Class,"org.refactoringminer.utils.RefactoringSet",18,14,13,1,64,0
Public Class,"org.refactoringminer.utils.ResultComparator",24,29,24,1,89,0
Public Static Class,"org.refactoringminer.utils.ResultComparator.CompareResult",3,10,10,1,40,0
